task_id,source_task_id,machine_type,machine_model,task_type,operator_skill_level,operator_experience_years,material_type,material_density,target_quantity,terrain_type,terrain_slope_percent,soil_moisture,weather_condition,temperature_c,rainfall_mm,visibility_m,distance_m,machine_age_years,idle_ratio,average_engine_load,average_rpm,estimated_duration_min,actual_duration_min
TH02439,,ARTICULATED_HAULER,AH-336,Material Stockpiling,INTERMEDIATE,6.3,SAND,1.5,474.6,UNEVEN,1.9,16.1,CLOUDY,17.1,0.0,7975.0,3433.0,8.5,0.146,73.4,1452.0,208.7,348.3
TH02440,,EXCAVATOR,EX-336XE,Trenching,BEGINNER,0.6,CLAY,1.6,594.0,UNEVEN,1.3,22.6,SUNNY,23.9,0.0,7317.0,1452.0,4.7,0.312,45.0,1542.0,452.2,534.6
TH02441,,MOTOR_GRADER,MG-160D,Road Preparation,INTERMEDIATE,7.0,CRUSHED_STONE,1.7,5243.8,UNEVEN,1.6,14.3,WINDY,13.6,0.0,8296.0,1473.0,7.7,0.219,40.4,1596.0,390.2,405.0
TH02442,,BACKHOE_LOADER,BL-220GC,Material Loading,INTERMEDIATE,4.4,GRAVEL,1.8,1925.4,UNEVEN,0.1,19.8,SUNNY,27.2,0.0,9383.0,1740.0,3.0,0.192,59.9,1222.0,824.3,949.9
TH02443,,EXCAVATOR,EX-320GC,Demolition,INTERMEDIATE,2.7,ROCK_FILL,2.2,230.3,MOUNTAINOUS,11.3,13.8,SUNNY,28.8,0.0,5196.0,200.0,5.3,0.072,84.3,1562.0,99.5,99.7
TH02444,,ARTICULATED_HAULER,AH-140D2,Hauling,INTERMEDIATE,5.8,TOPSOIL,1.3,2423.9,ROLLING,9.7,35.3,RAINY,27.2,10.4,768.0,3108.0,7.4,0.159,91.3,1058.0,845.7,1908.8
TH02445,,EXCAVATOR,EX-226D2,Demolition,BEGINNER,0.6,SAND,1.5,388.8,MOUNTAINOUS,19.2,9.8,SUNNY,24.5,0.0,7920.0,826.0,1.1,0.322,89.8,1764.0,201.2,300.7
TH02446,,MOTOR_GRADER,MG-160D,Road Preparation,INTERMEDIATE,6.4,GRAVEL,1.8,2337.9,UNEVEN,3.6,3.0,WINDY,24.6,0.0,5446.0,3216.0,7.7,0.08,38.4,1631.0,173.6,211.1
TH02447,,EXCAVATOR,EX-320GC,Material Loading,EXPERT,23.4,CRUSHED_STONE,1.7,2200.2,MOUNTAINOUS,14.0,21.6,SUNNY,15.3,0.0,6549.0,353.0,5.3,0.133,15.1,1255.0,456.0,645.2
TH02448,,EXCAVATOR,EX-226D2,Grading,BEGINNER,0.8,SAND,1.5,1938.4,MOUNTAINOUS,17.7,28.7,SUNNY,11.8,0.0,9110.0,1023.0,1.1,0.236,70.2,997.0,244.1,345.0
TH02449,,EXCAVATOR,EX-140GC,Earth Excavation,BEGINNER,0.5,SAND,1.5,759.5,UNEVEN,3.6,9.0,CLOUDY,28.4,0.0,6009.0,3076.0,5.6,0.194,89.4,1670.0,287.8,337.7
TH02450,,MOTOR_GRADER,MG-160D,Hauling,EXPERT,22.8,ASPHALT_MILLINGS,1.4,1715.9,UNEVEN,0.0,19.1,SUNNY,25.4,0.0,6249.0,2052.0,7.7,0.124,58.9,1519.0,1097.6,1391.1
TH02451,,DOZER,DZ-349D,Material Loading,EXPERT,23.6,CRUSHED_STONE,1.7,2206.5,ROLLING,4.5,3.0,CLOUDY,20.5,0.0,3892.0,3267.0,10.1,0.169,70.6,1624.0,704.0,948.6
TH02452,,EXCAVATOR,EX-390D2,Earth Excavation,INTERMEDIATE,7.6,ROCK_FILL,2.2,308.6,FLAT,5.2,4.4,SUNNY,24.9,0.0,5078.0,180.0,14.3,0.172,38.9,2315.0,89.4,112.1
TH02453,,DOZER,DZ-986GC,Material Stockpiling,INTERMEDIATE,7.7,TOPSOIL,1.3,1265.4,FLAT,0.1,17.1,SUNNY,16.4,0.0,7802.0,1851.0,12.0,0.103,73.3,2035.0,258.1,277.6
TH02454,,COMPACTOR,CP-972D2,Material Loading,INTERMEDIATE,2.7,GRAVEL,1.8,1084.3,MOUNTAINOUS,25.7,14.5,CLOUDY,23.6,0.0,3211.0,2528.0,4.2,0.105,45.6,1627.0,464.5,764.6
TH02455,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,7.1,SAND,1.5,570.0,MOUNTAINOUS,15.4,12.0,SUNNY,21.5,0.0,8081.0,916.0,7.3,0.086,71.8,1549.0,340.4,433.2
TH02456,,BACKHOE_LOADER,BL-986D,Trenching,INTERMEDIATE,6.7,CRUSHED_STONE,1.7,565.2,FLAT,1.5,14.5,FOG,10.6,0.8,183.0,1048.0,12.0,0.119,67.2,1598.0,337.6,590.2
TH02457,,EXCAVATOR,EX-972XE,Soil Compaction,BEGINNER,1.8,TOPSOIL,1.3,1125.1,FLAT,0.0,11.9,CLOUDY,17.0,0.0,3470.0,2076.0,3.7,0.293,59.3,2020.0,96.8,125.7
TH02458,,ARTICULATED_HAULER,AH-349D,Soil Compaction,EXPERT,15.9,ROCK_FILL,2.2,2097.5,ROLLING,7.1,11.9,SUNNY,16.7,0.0,6282.0,2914.0,0.8,0.14,35.5,1691.0,103.6,109.0
TH02459,,DOZER,DZ-986GC,Road Preparation,BEGINNER,2.3,GRAVEL,1.8,3085.4,FLAT,0.0,3.0,SUNNY,29.7,0.0,8108.0,1185.0,12.0,0.268,53.6,2005.0,287.0,313.2
TH02460,,WHEEL_LOADER,WL-986,Material Loading,BEGINNER,0.5,CLAY,1.6,2440.0,MOUNTAINOUS,19.6,13.0,CLOUDY,15.1,0.0,6022.0,1453.0,11.8,0.282,66.6,1896.0,763.8,1415.5
TH02461,,MOTOR_GRADER,MG-986D2,Road Preparation,BEGINNER,2.0,GRAVEL,1.8,2906.7,HILLY,12.4,7.9,SUNNY,24.1,0.0,8330.0,2860.0,11.1,0.147,54.2,1631.0,275.7,337.0
TH02462,,MOTOR_GRADER,MG-986D2,Grading,EXPERT,23.4,SAND,1.5,1219.0,HILLY,16.9,14.8,SUNNY,19.5,0.0,7767.0,2643.0,11.1,0.027,84.3,1448.0,50.5,61.0
TH02463,,EXCAVATOR,EX-140GC,Material Loading,EXPERT,12.7,SAND,1.5,2215.9,UNEVEN,0.4,12.1,SUNNY,27.7,0.0,6299.0,1471.0,5.6,0.054,52.2,1574.0,445.2,416.5
TH02464,,EXCAVATOR,EX-950D2,Material Stockpiling,INTERMEDIATE,7.0,CLAY,1.6,1726.5,HILLY,14.5,12.4,WINDY,22.0,0.0,3206.0,1843.0,3.2,0.14,51.6,1556.0,629.6,1012.3
TH02465,,MOTOR_GRADER,MG-336GC,Road Preparation,INTERMEDIATE,3.0,SAND,1.5,1867.4,FLAT,1.4,17.1,WINDY,30.5,0.0,5128.0,3177.0,10.0,0.109,67.8,1631.0,139.1,147.4
TH02466,,MOTOR_GRADER,MG-220D2,Road Preparation,INTERMEDIATE,3.0,TOPSOIL,1.3,4938.7,UNEVEN,2.7,9.2,SUNNY,29.7,0.0,5650.0,1683.0,1.2,0.124,61.4,1675.0,365.4,368.7
TH02467,,MOTOR_GRADER,MG-390D2,Grading,BEGINNER,0.8,SAND,1.5,1111.3,FLAT,1.6,71.4,STORM,3.9,30.4,235.0,993.0,8.3,0.13,54.1,1915.0,68.3,220.1
TH02468,,EXCAVATOR,EX-336XE,Demolition,INTERMEDIATE,3.6,SAND,1.5,426.9,UNEVEN,4.1,11.1,SUNNY,32.5,0.0,7999.0,3319.0,4.7,0.141,47.4,1698.0,179.9,180.6
TH02469,,MOTOR_GRADER,MG-160D,Grading,INTERMEDIATE,6.3,CRUSHED_STONE,1.7,2323.4,UNEVEN,1.4,16.9,WINDY,25.6,0.0,4042.0,2115.0,7.7,0.198,48.2,1596.0,113.1,148.9
TH02470,,WHEEL_LOADER,WL-390,Material Stockpiling,BEGINNER,2.0,CRUSHED_STONE,1.7,1431.2,UNEVEN,5.6,8.8,WINDY,33.0,0.0,6567.0,1506.0,9.6,0.27,47.1,1196.0,391.0,604.1
TH02471,,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,7.0,TOPSOIL,1.3,51.5,UNEVEN,5.0,3.0,SUNNY,19.1,0.0,7091.0,3365.0,4.2,0.21,59.8,1388.0,29.1,37.4
TH02472,,MOTOR_GRADER,MG-336GC,Grading,BEGINNER,1.8,ROCK_FILL,2.2,4880.5,FLAT,3.1,25.5,WINDY,17.0,0.0,8986.0,1379.0,10.0,0.373,77.4,1529.0,310.4,493.7
TH02473,,WHEEL_LOADER,WL-390D2,Material Loading,INTERMEDIATE,3.0,ASPHALT_MILLINGS,1.4,2109.3,ROLLING,6.2,6.8,SUNNY,25.1,0.0,8330.0,1921.0,14.3,0.22,57.3,1407.0,535.2,628.9
TH02474,,WHEEL_LOADER,WL-390D2,Material Loading,INTERMEDIATE,7.7,SAND,1.5,2141.3,ROLLING,13.1,43.6,RAINY,29.2,10.9,1474.0,385.0,14.3,0.01,62.3,1531.0,503.5,783.3
TH02475,,MOTOR_GRADER,MG-986D2,Grading,BEGINNER,1.5,GRAVEL,1.8,5268.9,HILLY,13.3,4.4,WINDY,30.2,0.0,8497.0,1677.0,11.1,0.238,57.2,1188.0,331.9,518.5
TH02476,,WHEEL_LOADER,WL-986,Material Loading,BEGINNER,0.6,ROCK_FILL,2.2,1042.5,MOUNTAINOUS,19.9,4.2,WINDY,31.2,0.0,4814.0,3433.0,11.8,0.23,71.1,1401.0,331.3,490.0
TH02477,,BACKHOE_LOADER,BL-986GC,Trenching,BEGINNER,1.4,GRAVEL,1.8,72.4,ROLLING,12.9,18.3,SUNNY,24.6,0.0,8106.0,2113.0,10.6,0.284,39.6,1638.0,54.2,69.2
TH02478,,EXCAVATOR,EX-390D2,Material Loading,INTERMEDIATE,3.9,GRAVEL,1.8,1951.7,FLAT,5.6,10.9,SUNNY,22.9,0.0,5257.0,2474.0,14.3,0.048,26.3,1593.0,484.2,544.7
TH02479,,DOZER,DZ-950D,Material Stockpiling,INTERMEDIATE,3.6,ROCK_FILL,2.2,1990.7,MOUNTAINOUS,12.1,13.1,CLOUDY,20.2,0.0,,216.0,1.6,0.262,26.1,1503.0,444.5,633.1
TH02480,,WHEEL_LOADER,WL-390D2,Material Loading,INTERMEDIATE,5.0,ROCK_FILL,2.2,186.1,ROLLING,5.0,4.6,WINDY,33.1,0.0,8807.0,548.0,14.3,0.137,34.3,1722.0,43.4,53.0
TH02481,,EXCAVATOR,EX-336XE,Material Stockpiling,INTERMEDIATE,6.7,ASPHALT_MILLINGS,1.4,1298.2,UNEVEN,1.1,5.4,SUNNY,29.2,0.0,5704.0,1902.0,4.7,0.076,13.8,1512.0,436.8,585.7
TH02482,,WHEEL_LOADER,WL-972XE,Material Stockpiling,BEGINNER,1.5,ROCK_FILL,2.2,963.5,FLAT,0.0,30.4,SUNNY,13.6,0.0,9582.0,2578.0,14.4,0.231,58.9,1083.0,255.4,566.9
TH02483,,EXCAVATOR,EX-140GC,Demolition,BEGINNER,1.5,SAND,1.5,547.9,UNEVEN,0.0,6.6,CLOUDY,29.6,0.0,5105.0,2560.0,5.6,0.251,42.7,1483.0,292.1,304.7
TH02484,,WHEEL_LOADER,WL-390,Material Stockpiling,EXPERT,17.3,CLAY,1.6,1677.1,UNEVEN,0.0,4.0,WINDY,42.0,0.0,5928.0,232.0,9.6,0.086,63.0,1303.0,310.4,358.8
TH02485,,BACKHOE_LOADER,BL-390D2,Trenching,BEGINNER,0.8,ROCK_FILL,2.2,312.7,UNEVEN,1.5,18.7,RAINY,19.7,2.8,329.0,639.0,4.2,0.147,46.9,1806.0,249.4,400.9
TH02486,,BACKHOE_LOADER,BL-986D,Trenching,BEGINNER,1.4,TOPSOIL,1.3,410.0,FLAT,3.7,40.6,RAINY,9.1,13.2,1304.0,806.0,12.0,0.242,42.8,1937.0,302.9,623.1
TH02487,,ARTICULATED_HAULER,AH-349D,Hauling,EXPERT,23.4,ASPHALT_MILLINGS,1.4,1866.5,ROLLING,5.7,8.9,FOG,19.3,0.3,159.0,2955.0,0.8,0.03,57.3,1535.0,550.9,1214.0
TH02488,,EXCAVATOR,EX-336XE,Trenching,INTERMEDIATE,6.3,SAND,1.5,448.5,UNEVEN,6.2,30.5,RAINY,23.4,14.6,1916.0,2886.0,4.7,0.138,77.1,1229.0,263.1,349.9
TH02489,,EXCAVATOR,EX-972XE,Demolition,INTERMEDIATE,6.4,SAND,1.5,1215.4,FLAT,0.0,10.5,SUNNY,28.3,0.0,9756.0,754.0,3.7,0.155,41.2,1954.0,477.1,478.1
TH02490,,COMPACTOR,CP-950,Soil Compaction,EXPERT,11.3,ASPHALT_MILLINGS,1.4,791.6,ROLLING,6.4,18.0,SUNNY,24.4,0.0,9640.0,1716.0,3.4,0.057,22.1,1598.0,25.0,22.7
TH02491,,BACKHOE_LOADER,BL-986GC,Road Preparation,BEGINNER,1.0,GRAVEL,1.8,2981.9,MOUNTAINOUS,10.6,20.7,SUNNY,29.0,0.0,8066.0,2113.0,7.3,0.192,72.0,1162.0,453.2,670.8
TH02492,,WHEEL_LOADER,WL-140XE,Material Loading,INTERMEDIATE,7.7,CLAY,1.6,1979.1,UNEVEN,0.0,5.8,WINDY,14.5,0.0,6886.0,2751.0,8.1,0.022,61.7,1824.0,469.5,413.3
TH02493,,EXCAVATOR,EX-320GC,Earth Excavation,INTERMEDIATE,6.8,CLAY,1.6,1148.7,MOUNTAINOUS,11.1,21.1,FOG,28.6,0.5,,1193.0,5.3,0.023,85.3,1830.0,328.7,581.7
TH02494,,MOTOR_GRADER,MG-390D2,Grading,INTERMEDIATE,6.3,SAND,1.5,3455.7,FLAT,5.0,18.2,CLOUDY,34.9,0.0,8626.0,860.0,8.3,0.154,53.6,1649.0,157.9,204.7
TH02495,,EXCAVATOR,EX-220XE,Earth Excavation,INTERMEDIATE,4.6,CLAY,1.6,431.1,ROLLING,6.2,26.4,SUNNY,29.7,0.0,6693.0,2765.0,10.9,0.269,83.1,1758.0,130.1,170.8
TH02496,,ARTICULATED_HAULER,AH-140D2,Material Loading,INTERMEDIATE,2.6,GRAVEL,1.8,2392.7,ROLLING,2.6,12.0,SUNNY,19.3,0.0,8300.0,539.0,7.4,0.244,71.3,1389.0,1031.5,1179.3
TH02497,,WHEEL_LOADER,WL-390,Material Loading,INTERMEDIATE,5.1,ROCK_FILL,2.2,2305.9,UNEVEN,0.0,48.3,RAINY,24.4,14.4,636.0,3132.0,9.6,0.245,67.6,1685.0,562.0,1153.0
TH02498,,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,7.6,ROCK_FILL,2.2,489.2,UNEVEN,8.1,3.0,CLOUDY,28.7,0.0,8104.0,1783.0,4.2,0.134,,2009.0,283.8,326.8
TH02499,,BACKHOE_LOADER,BL-390,Trenching,INTERMEDIATE,3.0,CRUSHED_STONE,1.7,397.8,FLAT,3.7,7.4,CLOUDY,26.5,0.0,3475.0,2540.0,10.5,0.141,61.2,1578.0,241.9,260.3
TH02500,,MOTOR_GRADER,MG-390D2,Grading,INTERMEDIATE,7.7,GRAVEL,1.8,5418.1,FLAT,0.6,19.5,CLOUDY,26.0,0.0,3618.0,2771.0,8.3,0.095,52.5,1755.0,248.1,292.5
TH02501,,EXCAVATOR,EX-220XE,Trenching,BEGINNER,2.3,CRUSHED_STONE,1.7,314.2,ROLLING,7.1,14.1,SUNNY,19.3,0.0,8382.0,445.0,10.9,0.23,38.7,1637.0,230.9,266.9
TH02502,,EXCAVATOR,EX-390D2,Demolition,INTERMEDIATE,2.1,SAND,1.5,863.1,FLAT,5.6,3.0,WINDY,22.0,0.0,5070.0,2492.0,14.3,0.126,55.1,1529.0,374.3,436.7
TH02503,,BACKHOE_LOADER,BL-390,Trenching,EXPERT,22.8,GRAVEL,1.8,98.6,FLAT,4.5,16.6,CLOUDY,22.0,0.0,6519.0,1420.0,10.5,0.097,81.2,2202.0,48.0,51.6
TH02504,,BACKHOE_LOADER,BL-986GC,Earth Excavation,BEGINNER,1.5,ASPHALT_MILLINGS,1.4,1079.3,ROLLING,8.0,13.4,RAINY,,7.6,828.0,1697.0,10.6,0.269,73.3,1330.0,735.0,1422.8
TH02505,,WHEEL_LOADER,WL-986,Material Loading,BEGINNER,1.8,GRAVEL,1.8,2082.2,MOUNTAINOUS,18.4,8.3,SUNNY,32.2,0.0,7804.0,2754.0,11.8,0.249,69.8,1642.0,655.0,1012.4
TH02506,,DOZER,DZ-349D,Road Preparation,INTERMEDIATE,7.0,SAND,1.5,3639.7,ROLLING,8.0,8.5,WINDY,26.6,0.0,6440.0,3037.0,10.1,0.182,57.3,1375.0,263.8,357.0
TH02507,,EXCAVATOR,EX-972XE,Earth Excavation,INTERMEDIATE,7.1,GRAVEL,1.8,1069.8,FLAT,2.0,10.7,SUNNY,11.8,0.0,6043.0,1771.0,3.7,0.265,63.3,1161.0,311.3,277.8
TH02508,,WHEEL_LOADER,WL-986,Material Stockpiling,INTERMEDIATE,7.7,CLAY,1.6,295.8,MOUNTAINOUS,19.3,37.1,RAINY,25.0,4.3,1093.0,80.0,11.8,0.107,51.6,1822.0,61.1,120.5
TH02509,,MOTOR_GRADER,MG-390D2,Trenching,INTERMEDIATE,7.7,ROCK_FILL,2.2,595.2,FLAT,0.0,3.0,RAINY,24.2,1.9,662.0,2482.0,8.3,0.028,74.5,2011.0,765.5,1261.3
TH02510,,EXCAVATOR,EX-140GC,Material Loading,BEGINNER,0.8,TOPSOIL,1.3,183.2,UNEVEN,0.7,11.0,SUNNY,13.5,0.0,8328.0,1076.0,5.6,0.238,66.9,1756.0,56.0,67.4
TH02511,,ARTICULATED_HAULER,AH-336,Hauling,EXPERT,12.7,CRUSHED_STONE,1.7,624.3,UNEVEN,2.7,12.8,WINDY,35.9,0.0,4421.0,2363.0,8.5,0.066,56.4,1588.0,182.5,304.1
TH02512,,WHEEL_LOADER,WL-390,Material Loading,INTERMEDIATE,6.3,SAND,1.5,356.9,UNEVEN,0.0,12.3,SUNNY,24.1,0.0,5917.0,2101.0,9.6,0.24,43.8,1424.0,86.7,90.5
TH02513,,EXCAVATOR,EX-336XE,Material Loading,INTERMEDIATE,5.8,CLAY,1.6,930.9,UNEVEN,3.4,15.2,CLOUDY,9.7,0.0,3055.0,3079.0,4.7,0.159,53.8,1758.0,218.7,260.6
TH02514,,COMPACTOR,CP-950,Soil Compaction,EXPERT,18.2,CLAY,1.6,4353.0,ROLLING,5.3,41.5,RAINY,26.7,14.9,1959.0,2516.0,3.4,0.143,86.7,1585.0,137.9,193.6
TH02515,,EXCAVATOR,EX-220XE,Trenching,INTERMEDIATE,7.7,ROCK_FILL,2.2,296.2,ROLLING,1.5,36.5,RAINY,22.3,11.6,,1507.0,10.9,0.044,100.0,1561.0,178.3,265.9
TH02516,,EXCAVATOR,EX-226D2,Demolition,BEGINNER,1.4,CRUSHED_STONE,1.7,316.7,MOUNTAINOUS,15.2,17.5,SUNNY,18.9,0.0,8104.0,425.0,1.1,0.242,42.8,1642.0,159.6,206.6
TH02517,,DOZER,DZ-972,Material Stockpiling,INTERMEDIATE,7.6,GRAVEL,1.8,1615.5,UNEVEN,0.0,16.7,SUNNY,37.7,0.0,7149.0,1120.0,2.3,0.155,47.3,2003.0,337.7,382.2
TH02518,,EXCAVATOR,EX-390D2,Demolition,INTERMEDIATE,6.3,TOPSOIL,1.3,888.3,FLAT,1.0,21.1,RAINY,30.7,7.4,1268.0,3389.0,14.3,0.339,69.8,1161.0,355.5,630.7
TH02519,,EXCAVATOR,EX-390D2,Earth Excavation,INTERMEDIATE,5.5,ROCK_FILL,2.2,92.9,FLAT,3.8,24.9,WINDY,36.0,0.0,5330.0,2143.0,14.3,0.01,65.6,2188.0,27.6,30.5
TH02520,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,5.5,CLAY,1.6,517.4,MOUNTAINOUS,7.1,33.7,RAINY,17.1,14.4,1811.0,2559.0,7.3,0.146,51.8,1792.0,303.7,432.0
TH02521,,BACKHOE_LOADER,BL-390,Earth Excavation,INTERMEDIATE,2.1,CRUSHED_STONE,1.7,1334.4,FLAT,4.4,60.7,STORM,31.1,23.2,271.0,360.0,10.5,0.19,49.7,1864.0,695.3,2170.1
TH02522,,COMPACTOR,CP-986D2,Soil Compaction,INTERMEDIATE,7.6,CLAY,1.6,4335.3,ROLLING,4.4,19.6,SUNNY,28.5,0.0,8167.0,3194.0,8.3,0.186,64.2,2314.0,156.8,185.0
TH02523,,MOTOR_GRADER,MG-986XE,Road Preparation,INTERMEDIATE,6.7,TOPSOIL,1.3,5021.0,FLAT,0.0,29.6,RAINY,24.1,11.0,1300.0,2258.0,12.4,0.052,61.6,1400.0,364.2,589.9
TH02524,,EXCAVATOR,EX-972,Earth Excavation,EXPERT,23.4,ASPHALT_MILLINGS,1.4,896.1,UNEVEN,4.4,30.8,RAINY,18.0,6.5,560.0,246.0,7.8,0.083,64.8,1633.0,223.8,341.6
TH02525,,EXCAVATOR,EX-226D2,Earth Excavation,EXPERT,17.3,TOPSOIL,1.3,252.5,MOUNTAINOUS,18.1,35.9,RAINY,30.9,12.9,430.0,3319.0,1.1,0.271,53.9,1261.0,65.2,132.6
TH02526,,MOTOR_GRADER,MG-986D2,Earth Excavation,EXPERT,19.9,TOPSOIL,1.3,887.2,HILLY,5.1,27.5,SUNNY,3.6,0.0,7478.0,2680.0,11.1,0.103,85.1,1463.0,455.4,447.5
TH02527,,EXCAVATOR,EX-220XE,Earth Excavation,BEGINNER,1.0,TOPSOIL,1.3,1108.2,ROLLING,3.6,3.0,SUNNY,25.2,0.0,5326.0,542.0,10.9,0.275,64.9,1272.0,444.1,477.2
TH02528,,ARTICULATED_HAULER,AH-226D,Hauling,INTERMEDIATE,7.0,CLAY,1.6,1876.4,ROLLING,6.7,17.8,CLOUDY,25.5,0.0,4060.0,1651.0,2.4,0.189,47.2,1311.0,650.6,918.4
TH02529,,DOZER,DZ-986D2,Earth Excavation,EXPERT,7.3,GRAVEL,1.8,170.2,FLAT,0.7,17.8,SUNNY,,0.0,8043.0,2473.0,13.6,0.01,71.0,1772.0,74.0,70.1
TH02530,,BACKHOE_LOADER,BL-986GC,Trenching,BEGINNER,2.5,GRAVEL,1.8,203.2,MOUNTAINOUS,14.9,14.8,CLOUDY,29.9,0.0,6012.0,526.0,7.3,0.175,55.2,1828.0,149.0,172.4
TH02531,,BACKHOE_LOADER,BL-986D,Hauling,INTERMEDIATE,4.4,CRUSHED_STONE,1.7,1991.4,FLAT,3.5,13.1,CLOUDY,,0.0,4997.0,1294.0,12.0,0.177,17.0,1676.0,1218.2,1759.1
TH02532,,EXCAVATOR,EX-320GC,Soil Compaction,INTERMEDIATE,7.7,CLAY,1.6,2871.7,MOUNTAINOUS,11.9,46.1,RAINY,20.4,11.3,1081.0,2057.0,5.3,0.052,18.3,1416.0,168.2,296.0
TH02533,,COMPACTOR,CP-950,Soil Compaction,INTERMEDIATE,2.1,CLAY,1.6,2156.4,ROLLING,0.2,16.8,WINDY,15.4,0.0,8670.0,572.0,3.4,0.213,62.6,1918.0,79.6,88.7
TH02534,,BACKHOE_LOADER,BL-220GC,Trenching,INTERMEDIATE,6.4,TOPSOIL,1.3,162.6,UNEVEN,0.0,7.4,SUNNY,36.7,0.0,6179.0,1478.0,3.0,0.192,42.0,1499.0,94.7,103.4
TH02535,,MOTOR_GRADER,MG-986XE,Material Loading,EXPERT,22.8,ASPHALT_MILLINGS,1.4,1044.8,FLAT,0.4,3.0,CLOUDY,10.5,0.0,6055.0,636.0,12.4,0.052,50.1,1573.0,371.8,325.3
TH02536,,ARTICULATED_HAULER,AH-140D2,Grading,INTERMEDIATE,7.7,TOPSOIL,1.3,1265.9,ROLLING,4.3,10.4,FOG,36.1,0.3,61.0,2994.0,7.4,0.052,95.5,1344.0,100.6,159.4
TH02537,,BACKHOE_LOADER,BL-220GC,Trenching,INTERMEDIATE,5.0,TOPSOIL,1.3,406.3,UNEVEN,2.3,17.9,SUNNY,23.2,0.0,9753.0,3038.0,3.0,0.078,48.8,1508.0,239.6,233.9
TH02538,,EXCAVATOR,EX-140GC,Demolition,BEGINNER,2.3,CRUSHED_STONE,1.7,1189.0,UNEVEN,0.0,55.0,STORM,7.5,25.1,310.0,2760.0,5.6,0.291,60.6,1470.0,595.4,1810.4
TH02539,,EXCAVATOR,EX-320GC,Earth Excavation,BEGINNER,1.6,ROCK_FILL,2.2,598.1,MOUNTAINOUS,9.9,11.2,CLOUDY,31.7,0.0,8103.0,216.0,5.3,0.221,73.8,1824.0,235.6,304.0
TH02540,,MOTOR_GRADER,MG-986D2,Trenching,INTERMEDIATE,7.1,SAND,1.5,341.2,HILLY,4.4,26.2,RAINY,22.7,7.1,1285.0,1269.0,11.1,0.254,53.5,1657.0,433.5,711.4
TH02541,,EXCAVATOR,EX-320GC,Material Loading,INTERMEDIATE,5.8,ASPHALT_MILLINGS,1.4,1600.0,MOUNTAINOUS,19.0,8.9,RAINY,29.0,1.4,1791.0,320.0,5.3,0.027,87.7,2062.0,376.1,553.1
TH02542,,ARTICULATED_HAULER,AH-349D,Hauling,BEGINNER,0.5,TOPSOIL,1.3,619.9,ROLLING,9.5,8.0,CLOUDY,17.6,0.0,3769.0,171.0,0.8,0.186,50.8,1536.0,285.8,348.1
TH02543,,BACKHOE_LOADER,BL-220GC,Hauling,INTERMEDIATE,5.5,CRUSHED_STONE,1.7,1950.6,UNEVEN,2.0,8.3,CLOUDY,23.9,0.0,3127.0,2551.0,3.0,0.126,66.2,1903.0,1351.4,2140.0
TH02544,,EXCAVATOR,EX-226XE,Grading,EXPERT,20.5,GRAVEL,1.8,3319.7,FLAT,0.0,21.5,RAINY,21.7,9.3,304.0,480.0,13.8,0.216,61.6,1220.0,220.4,336.7
TH02545,,EXCAVATOR,EX-390D2,Trenching,EXPERT,12.7,TOPSOIL,1.3,395.8,FLAT,2.6,15.9,SUNNY,24.3,0.0,7089.0,2588.0,14.3,0.01,44.5,1474.0,193.0,185.8
TH02546,,COMPACTOR,CP-950,Road Preparation,INTERMEDIATE,7.6,ASPHALT_MILLINGS,1.4,2805.6,ROLLING,8.1,12.6,WINDY,25.5,0.0,4915.0,814.0,3.4,0.084,44.6,1665.0,196.5,222.1
TH02547,,MOTOR_GRADER,MG-390D2,Road Preparation,INTERMEDIATE,4.6,TOPSOIL,1.3,2998.1,FLAT,0.5,18.4,SUNNY,39.0,0.0,8099.0,2155.0,8.3,0.147,42.2,1359.0,220.9,233.6
TH02548,,EXCAVATOR,EX-140GC,Trenching,INTERMEDIATE,2.6,TOPSOIL,1.3,398.8,UNEVEN,0.0,14.3,CLOUDY,20.8,0.0,4944.0,1612.0,5.6,0.198,58.5,1393.0,243.7,221.5
TH02549,,MOTOR_GRADER,MG-160D,Hauling,BEGINNER,0.8,ASPHALT_MILLINGS,1.4,1879.8,UNEVEN,0.0,69.2,STORM,,25.2,312.0,128.0,7.7,0.162,29.6,1438.0,1920.0,5897.3
TH02550,,DOZER,DZ-349D,Road Preparation,INTERMEDIATE,3.9,ROCK_FILL,2.2,4028.5,ROLLING,6.7,36.0,RAINY,22.2,2.4,424.0,2356.0,10.1,0.061,45.4,1202.0,298.9,440.0
TH02551,,WHEEL_LOADER,WL-140XE,Grading,INTERMEDIATE,7.6,CRUSHED_STONE,1.7,742.7,UNEVEN,0.0,26.8,CLOUDY,25.0,0.0,7086.0,2246.0,8.1,0.055,71.0,1383.0,78.6,77.1
TH02552,,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,5.0,CRUSHED_STONE,1.7,475.1,UNEVEN,3.0,16.0,CLOUDY,27.0,0.0,8902.0,795.0,4.2,0.1,23.7,1385.0,271.6,294.0
