task_id,machine_id,operator_id,site_id,task_type,task_status,scheduled_start,scheduled_end,target_quantity,quantity_unit,estimated_duration_min,actual_duration_min,task_efficiency
T00565,M0034,OP0024,ST014,Trenching,COMPLETED,2025-09-14 11:08:00,2025-09-14 14:36:12,421.6,m,208.2,220.1,0.946
T00566,M0001,OP0047,ST007,Earth Excavation,CANCELLED,2025-05-29 08:11:00,2025-05-29 10:22:12,538.5,m3,131.2,,
T00567,M0031,OP0032,ST002,Road Preparation,COMPLETED,2025-09-03 13:41:00,2025-09-03 22:36:30,5014.8,m2,535.5,689.3,0.777
T00568,M0037,OP0011,ST005,Soil Compaction,COMPLETED,2025-09-05 09:35:00,2025-09-05 11:29:06,2302.0,m2,114.1,166.9,0.684
T00569,M0009,OP0027,ST004,Demolition,COMPLETED,2025-09-12 12:30:00,2025-09-12 22:48:24,1222.1,m3,618.4,950.5,0.651
T00570,M0027,OP0042,ST015,Earth Excavation,COMPLETED,2025-03-09 10:16:00,2025-03-09 11:41:06,270.3,m3,85.1,97.4,0.874
T00571,M0007,OP0019,ST012,Earth Excavation,DELAYED,2025-02-19 08:29:00,2025-02-19 10:52:30,235.5,m3,143.5,127.9,
T00572,M0011,OP0046,ST003,Grading,COMPLETED,2025-07-30 09:37:00,2025-07-30 18:12:00,3926.6,m2,515.0,623.5,0.826
T00573,M0025,OP0006,ST011,Material Loading,CANCELLED,2025-08-13 13:41:00,2025-08-13 17:45:36,1189.1,tons,244.6,,
T00574,M0010,OP0037,ST012,Grading,CANCELLED,2025-09-20 11:33:00,2025-09-20 12:18:18,484.9,m2,45.3,,
T00575,M0007,OP0003,ST012,Road Preparation,DELAYED,2025-09-23 08:49:00,2025-09-23 14:23:30,4656.4,m2,334.5,426.5,
T00576,M0007,OP0047,ST012,Road Preparation,DELAYED,2025-08-26 10:03:00,2025-08-26 14:53:12,4724.0,m2,290.2,317.5,
T00577,M0039,OP0020,ST003,Demolition,COMPLETED,2025-06-30 13:37:00,2025-06-30 17:47:36,460.6,m3,250.6,298.3,0.84
T00578,M0006,OP0041,ST010,Trenching,CANCELLED,2025-06-25 06:50:00,2025-06-25 07:37:54,62.7,m,47.9,,
T00579,M0027,OP0019,ST015,Material Stockpiling,COMPLETED,2025-05-23 10:54:00,2025-05-23 22:01:36,1205.2,tons,667.6,1736.2,0.385
T00580,M0018,OP0052,ST014,Demolition,COMPLETED,2025-07-23 10:54:00,2025-07-23 15:03:42,497.4,m3,249.7,594.5,0.42
T00581,M0041,OP0004,ST008,Trenching,CANCELLED,2025-06-25 11:19:00,2025-06-25 11:50:24,60.3,m,31.4,,
T00582,M0035,OP0028,ST013,Grading,COMPLETED,2025-09-10 12:28:00,2025-09-10 13:53:42,1857.7,m2,85.7,94.2,0.91
T00583,M0033,OP0049,ST001,Earth Excavation,DELAYED,2025-09-15 10:14:00,2025-09-15 11:40:12,183.3,m3,86.2,122.1,
T00584,M0023,OP0042,ST009,Material Stockpiling,SCHEDULED,2025-03-07 15:12:00,2025-03-07 17:14:06,539.2,tons,122.1,,
T00585,M0020,OP0031,ST015,Trenching,DELAYED,2025-06-16 15:15:00,2025-06-16 17:13:54,204.6,m,118.9,122.1,
T00586,M0017,OP0024,ST015,Grading,CANCELLED,2025-04-20 12:59:00,2025-04-20 15:18:18,3463.2,m2,139.3,,
T00587,M0013,OP0021,ST007,Trenching,IN_PROGRESS,2025-05-13 11:45:00,2025-05-13 12:27:36,73.9,m,42.6,19.2,
T00588,M0040,OP0038,ST002,Soil Compaction,IN_PROGRESS,2025-02-13 06:29:00,2025-02-13 08:14:54,1389.3,m2,105.9,65.9,
T00589,M0030,OP0032,ST009,Earth Excavation,COMPLETED,2025-01-07 11:33:00,2025-01-07 15:41:12,1025.9,m3,248.2,388.0,0.64
T00590,M0035,OP0050,ST013,Grading,COMPLETED,2025-08-28 08:31:00,2025-08-28 10:58:30,3703.9,m2,147.5,197.7,0.746
T00591,M0023,OP0017,ST009,Material Loading,COMPLETED,2025-06-09 10:04:00,2025-06-09 17:54:36,2070.4,tons,470.6,1641.1,0.287
T00592,M0027,OP0031,ST015,Earth Excavation,DELAYED,2025-08-16 08:08:00,2025-08-16 10:07:54,427.7,m3,119.9,229.8,
T00593,M0040,OP0037,ST002,Material Loading,COMPLETED,2025-01-09 09:10:00,2025-01-09 11:25:12,581.8,tons,135.2,149.3,0.906
T00594,M0036,OP0041,ST006,Hauling,IN_PROGRESS,2025-02-16 15:51:00,2025-02-17 01:05:36,591.5,tons,554.6,413.4,
T00595,M0012,OP0054,ST002,Grading,SCHEDULED,2025-06-12 06:39:00,2025-06-12 08:16:18,1080.0,m2,97.3,,
T00596,M0034,OP0007,ST014,Material Stockpiling,DELAYED,2025-08-16 11:14:00,2025-08-17 02:04:24,1738.2,tons,890.4,1994.9,
T00597,M0022,OP0027,ST002,Grading,SCHEDULED,2025-01-28 07:35:00,2025-01-28 17:25:48,5479.6,m2,590.8,,
T00598,M0036,OP0025,ST006,Road Preparation,COMPLETED,2025-06-09 14:34:00,2025-06-09 20:26:00,4962.6,m2,352.0,431.0,0.817
T00599,M0022,OP0002,ST002,Hauling,CANCELLED,2025-01-08 14:56:00,2025-01-08 15:31:24,121.0,tons,35.4,,
T00600,M0018,OP0008,ST014,Demolition,COMPLETED,2025-01-15 07:10:00,2025-01-15 15:31:30,977.5,m3,501.5,986.0,0.509
T00601,M0011,OP0030,ST003,Earth Excavation,SCHEDULED,2025-08-06 13:18:00,2025-08-06 20:22:00,898.5,m3,424.0,,
T00602,M0038,OP0004,ST004,Demolition,COMPLETED,2025-02-06 11:44:00,2025-02-06 18:35:30,1192.6,m3,411.5,524.5,0.785
T00603,M0025,OP0050,ST011,Material Stockpiling,COMPLETED,2025-01-20 08:17:00,2025-01-20 13:39:06,1841.6,tons,322.1,410.4,0.785
T00604,M0022,OP0005,ST002,Hauling,CANCELLED,2025-05-04 12:11:00,2025-05-04 19:07:00,971.2,tons,416.0,,
T00605,M0029,OP0012,ST010,Material Stockpiling,DELAYED,2025-01-18 13:07:00,2025-01-18 19:43:18,1880.8,tons,396.3,571.8,
T00606,M0029,OP0004,ST010,Material Stockpiling,DELAYED,2025-05-30 15:43:00,2025-05-30 16:56:06,394.6,tons,73.1,81.2,
T00607,M0018,OP0040,ST014,Trenching,COMPLETED,2025-04-16 13:34:00,2025-04-16 18:07:12,468.5,m,273.2,308.5,0.886
T00608,M0022,OP0046,ST002,Grading,DELAYED,2025-04-05 12:03:00,2025-04-05 13:42:30,874.1,m2,99.5,140.4,
T00609,M0014,OP0042,ST013,Soil Compaction,SCHEDULED,2025-03-26 06:03:00,2025-03-26 06:22:54,302.9,m2,19.9,,
T00610,M0033,OP0033,ST001,Road Preparation,COMPLETED,2025-09-04 08:00:00,2025-09-04 13:48:12,5828.4,m2,348.2,532.1,0.654
T00611,M0002,OP0006,ST007,Material Loading,IN_PROGRESS,2025-05-17 08:42:00,2025-05-17 16:59:00,2408.9,tons,497.0,326.2,
T00612,M0016,OP0046,ST006,Road Preparation,COMPLETED,2025-07-09 13:43:00,2025-07-09 15:05:30,868.4,m2,82.5,96.9,0.851
T00613,M0027,OP0011,ST015,Demolition,COMPLETED,2025-03-16 10:35:00,2025-03-16 21:28:00,1193.2,m3,653.0,1198.3,0.545
T00614,M0033,OP0023,ST001,Road Preparation,COMPLETED,2025-07-10 08:50:00,2025-07-10 10:03:24,805.3,m2,73.4,133.9,0.548
T00615,M0013,OP0051,ST007,Trenching,COMPLETED,2025-05-18 15:38:00,2025-05-18 17:57:36,282.8,m,139.6,148.3,0.941
T00616,M0015,OP0054,ST001,Earth Excavation,COMPLETED,2025-09-02 06:24:00,2025-09-02 08:53:36,528.9,m3,149.6,194.7,0.768
T00617,M0023,OP0043,ST009,Material Stockpiling,COMPLETED,2025-04-22 11:26:00,2025-04-22 15:17:18,1314.7,tons,231.3,259.9,0.89
T00618,M0017,OP0049,ST015,Road Preparation,IN_PROGRESS,2025-06-18 08:31:00,2025-06-18 09:38:42,866.2,m2,67.7,28.4,
T00619,M0015,OP0054,ST001,Material Loading,CANCELLED,2025-05-01 10:07:00,2025-05-01 14:11:12,1007.3,tons,244.2,,
T00620,M0034,OP0026,ST014,Material Loading,SCHEDULED,2025-04-04 11:40:00,2025-04-04 12:13:00,133.5,tons,33.0,,
T00621,M0007,OP0001,ST012,Road Preparation,COMPLETED,2025-01-11 07:35:00,2025-01-11 09:42:06,2056.9,m2,127.1,115.3,1.102
T00622,M0037,OP0011,ST005,Road Preparation,COMPLETED,2025-08-01 15:36:00,2025-08-01 23:40:48,5213.7,m2,484.8,836.2,0.58
T00623,M0017,OP0039,ST015,Road Preparation,CANCELLED,2025-09-04 15:29:00,2025-09-04 20:20:24,4093.3,m2,291.4,,
T00624,M0006,OP0003,ST010,Trenching,CANCELLED,2025-07-18 08:23:00,2025-07-18 10:52:42,257.0,m,149.7,,
T00625,M0009,OP0047,ST004,Material Loading,DELAYED,2025-05-12 11:01:00,2025-05-12 12:39:36,496.2,tons,98.6,122.7,
T00626,M0022,OP0003,ST002,Material Loading,COMPLETED,2025-03-24 07:01:00,2025-03-24 17:52:24,1427.7,tons,651.4,823.8,0.791
T00627,M0040,OP0002,ST002,Material Stockpiling,CANCELLED,2025-02-13 08:28:00,2025-02-13 14:11:30,1875.9,tons,343.5,,
T00628,M0014,OP0036,ST013,Material Stockpiling,CANCELLED,2025-05-15 06:42:00,2025-05-15 13:47:24,1275.3,tons,425.4,,
T00629,M0031,OP0011,ST002,Material Stockpiling,IN_PROGRESS,2025-09-25 14:50:00,2025-09-26 00:20:12,1987.6,tons,570.2,132.2,
T00630,M0018,OP0019,ST014,Trenching,CANCELLED,2025-07-30 15:44:00,2025-07-30 21:55:00,485.8,m,371.0,,
T00631,M0027,OP0018,ST015,Earth Excavation,COMPLETED,2025-04-06 12:06:00,2025-04-06 16:03:12,795.8,m3,237.2,733.0,0.324
T00632,M0005,OP0031,ST003,Demolition,IN_PROGRESS,2025-04-15 11:51:00,2025-04-16 02:10:24,992.4,m3,859.4,389.1,
T00633,M0033,OP0031,ST001,Road Preparation,COMPLETED,2025-07-03 11:27:00,2025-07-03 14:26:30,2403.3,m2,179.5,286.3,0.627
T00634,M0026,OP0043,ST015,Road Preparation,DELAYED,2025-09-25 13:20:00,2025-09-25 18:07:48,4498.0,m2,287.8,335.5,
T00635,M0037,OP0015,ST005,Road Preparation,COMPLETED,2025-01-02 14:18:00,2025-01-02 17:55:30,2245.3,m2,217.5,355.8,0.611
T00636,M0021,OP0044,ST014,Material Stockpiling,IN_PROGRESS,2025-02-19 06:18:00,2025-02-19 16:30:06,1533.3,tons,612.1,181.0,
T00637,M0040,OP0046,ST002,Material Loading,DELAYED,2025-01-30 14:57:00,2025-01-30 16:42:06,339.6,tons,105.1,145.9,
T00638,M0004,OP0033,ST007,Grading,SCHEDULED,2025-06-15 06:06:00,2025-06-15 09:38:48,5236.4,m2,212.8,,
T00639,M0014,OP0047,ST013,Hauling,COMPLETED,2025-04-05 06:38:00,2025-04-05 14:18:24,1614.8,tons,460.4,866.1,0.532
T00640,M0026,OP0015,ST015,Road Preparation,IN_PROGRESS,2025-05-04 11:40:00,2025-05-04 12:18:48,396.1,m2,38.8,27.2,
T00641,M0023,OP0002,ST009,Material Loading,COMPLETED,2025-05-07 08:37:00,2025-05-07 14:50:30,1868.4,tons,373.5,599.9,0.623
T00642,M0023,OP0050,ST009,Material Stockpiling,CANCELLED,2025-09-06 08:50:00,2025-09-06 12:30:18,1235.8,tons,220.3,,
T00643,M0029,OP0019,ST010,Material Stockpiling,DELAYED,2025-04-09 10:57:00,2025-04-09 19:04:06,1789.1,tons,487.1,3091.1,
T00644,M0033,OP0046,ST001,Earth Excavation,DELAYED,2025-04-27 08:49:00,2025-04-27 16:17:30,662.9,m3,448.5,668.3,
T00645,M0034,OP0012,ST014,Earth Excavation,COMPLETED,2025-03-07 07:37:00,2025-03-07 13:39:30,1222.8,m3,362.5,356.2,1.018
T00646,M0017,OP0026,ST015,Grading,SCHEDULED,2025-02-10 11:01:00,2025-02-10 13:59:12,3587.4,m2,178.2,,
T00647,M0025,OP0004,ST011,Material Stockpiling,DELAYED,2025-03-18 07:32:00,2025-03-18 09:49:00,756.6,tons,137.0,139.7,
T00648,M0009,OP0035,ST004,Trenching,COMPLETED,2025-01-29 09:41:00,2025-01-29 11:23:12,202.5,m,102.2,117.5,0.87
T00649,M0004,OP0053,ST007,Grading,DELAYED,2025-05-15 15:49:00,2025-05-15 20:04:24,5238.9,m2,255.4,307.0,
T00650,M0030,OP0007,ST009,Road Preparation,COMPLETED,2025-06-20 08:10:00,2025-06-20 23:11:18,5670.6,m2,901.3,943.9,0.955
T00651,M0021,OP0034,ST014,Demolition,IN_PROGRESS,2025-08-13 15:05:00,2025-08-13 17:39:36,207.0,m3,154.6,207.7,
T00652,M0009,OP0001,ST004,Trenching,COMPLETED,2025-04-19 10:20:00,2025-04-19 11:16:12,110.0,m,56.2,64.3,0.874
T00653,M0017,OP0011,ST015,Grading,COMPLETED,2025-06-26 14:37:00,2025-06-26 20:25:06,5680.6,m2,348.1,365.2,0.953
T00654,M0030,OP0010,ST009,Demolition,COMPLETED,2025-08-10 12:01:00,2025-08-10 15:06:00,460.9,m3,185.0,316.2,0.585
T00655,M0036,OP0009,ST006,Demolition,CANCELLED,2025-03-03 09:27:00,2025-03-03 15:38:00,671.4,m3,371.0,,
T00656,M0001,OP0010,ST007,Trenching,COMPLETED,2025-04-14 10:24:00,2025-04-14 15:25:18,528.3,m,301.3,321.8,0.936
T00657,M0006,OP0033,ST010,Trenching,DELAYED,2025-09-07 13:40:00,2025-09-07 15:01:42,158.4,m,81.7,145.1,
T00658,M0004,OP0036,ST007,Road Preparation,CANCELLED,2025-05-04 07:35:00,2025-05-04 11:25:54,3196.8,m2,230.9,,
T00659,M0032,OP0029,ST008,Demolition,IN_PROGRESS,2025-04-13 13:19:00,2025-04-13 19:48:24,746.7,m3,389.4,249.3,
T00660,M0012,OP0016,ST002,Hauling,IN_PROGRESS,2025-07-26 11:41:00,2025-07-26 14:06:48,323.5,tons,145.8,134.5,
T00661,M0039,OP0003,ST003,Trenching,IN_PROGRESS,2025-06-22 08:40:00,2025-06-22 13:32:24,522.6,m,292.4,153.2,
T00662,M0020,OP0024,ST015,Trenching,COMPLETED,2025-08-02 09:46:00,2025-08-02 13:22:48,432.8,m,216.8,262.8,0.825
T00663,M0042,OP0040,ST011,Material Loading,COMPLETED,2025-01-25 06:25:00,2025-01-25 13:28:36,929.7,tons,423.6,464.9,0.911
T00664,M0013,OP0028,ST007,Trenching,COMPLETED,2025-06-22 11:21:00,2025-06-22 14:38:48,344.4,m,197.8,314.9,0.628
T00665,M0025,OP0019,ST011,Material Loading,IN_PROGRESS,2025-03-19 14:30:00,2025-03-20 00:35:24,1907.1,tons,605.4,175.0,
T00666,M0019,OP0027,ST002,Trenching,SCHEDULED,2025-01-19 11:28:00,2025-01-19 19:00:06,578.7,m,452.1,,
T00667,M0003,OP0053,ST013,Material Stockpiling,SCHEDULED,2025-07-31 12:56:00,2025-07-31 14:07:54,356.0,tons,71.9,,
T00668,M0016,OP0019,ST006,Soil Compaction,COMPLETED,2025-04-12 12:32:00,2025-04-12 14:57:54,3111.5,m2,145.9,202.0,0.722
T00669,M0029,OP0051,ST010,Material Stockpiling,SCHEDULED,2025-06-30 08:25:00,2025-06-30 10:29:06,706.9,tons,124.1,,
T00670,M0004,OP0012,ST007,Grading,COMPLETED,2025-05-22 15:21:00,2025-05-22 17:11:06,2268.3,m2,110.1,94.9,1.16
T00671,M0024,OP0004,ST004,Material Loading,SCHEDULED,2025-09-21 12:38:00,2025-09-21 19:36:42,2008.4,tons,418.7,,
T00672,M0030,OP0027,ST009,Soil Compaction,SCHEDULED,2025-03-28 10:59:00,2025-03-28 18:00:30,4490.0,m2,421.5,,
T00673,M0029,OP0010,ST010,Material Stockpiling,DELAYED,2025-07-23 07:39:00,2025-07-23 14:57:36,2107.5,tons,438.6,624.8,
T00674,M0024,OP0029,ST004,Material Loading,SCHEDULED,2025-05-20 14:27:00,2025-05-20 17:43:18,635.1,tons,196.3,,
T00675,M0004,OP0026,ST007,Grading,CANCELLED,2025-01-04 09:18:00,2025-01-04 10:19:54,1209.4,m2,61.9,,
T00676,M0001,OP0028,ST007,Earth Excavation,IN_PROGRESS,2025-08-20 15:56:00,2025-08-20 20:49:00,1042.8,m3,293.0,116.6,
T00677,M0020,OP0034,ST015,Trenching,COMPLETED,2025-04-12 11:56:00,2025-04-12 13:34:24,166.4,m,98.4,124.5,0.79
T00678,M0042,OP0051,ST011,Road Preparation,CANCELLED,2025-01-25 14:23:00,2025-01-25 19:19:48,4892.6,m2,296.8,,
T00679,M0027,OP0037,ST015,Demolition,COMPLETED,2025-03-22 10:15:00,2025-03-22 14:58:30,695.4,m3,283.5,449.9,0.63
T00680,M0032,OP0034,ST008,Material Stockpiling,SCHEDULED,2025-02-04 08:57:00,2025-02-04 15:42:36,1940.0,tons,405.6,,
T00681,M0027,OP0014,ST015,Trenching,COMPLETED,2025-05-04 12:31:00,2025-05-04 16:20:24,460.3,m,229.4,467.0,0.491
T00682,M0003,OP0034,ST013,Trenching,COMPLETED,2025-01-25 06:40:00,2025-01-25 14:47:06,483.8,m,487.1,418.1,1.165
T00683,M0003,OP0046,ST013,Soil Compaction,COMPLETED,2025-01-17 11:54:00,2025-01-17 15:49:18,2677.0,m2,235.3,249.8,0.942
T00684,M0011,OP0030,ST003,Trenching,COMPLETED,2025-04-03 06:00:00,2025-04-03 09:10:42,336.0,m,190.7,342.3,0.557
T00685,M0031,OP0024,ST002,Material Loading,COMPLETED,2025-05-04 07:33:00,2025-05-04 10:23:54,849.9,tons,170.9,339.9,0.503
T00686,M0007,OP0040,ST012,Trenching,COMPLETED,2025-05-24 11:41:00,2025-05-24 16:15:42,244.0,m,274.7,893.2,0.308
T00687,M0042,OP0026,ST011,Demolition,COMPLETED,2025-08-01 14:26:00,2025-08-01 23:42:18,1371.8,m3,556.3,614.8,0.905
T00688,M0014,OP0053,ST013,Hauling,COMPLETED,2025-07-04 13:33:00,2025-07-04 17:25:18,673.3,tons,232.3,569.0,0.408
T00689,M0012,OP0008,ST002,Hauling,SCHEDULED,2025-02-16 15:43:00,2025-02-17 04:57:18,1802.7,tons,794.3,,
T00690,M0013,OP0004,ST007,Trenching,CANCELLED,2025-05-20 13:05:00,2025-05-20 16:19:18,398.2,m,194.3,,
T00691,M0029,OP0031,ST010,Demolition,DELAYED,2025-03-07 14:23:00,2025-03-07 23:08:12,1273.7,m3,525.2,652.1,
T00692,M0040,OP0016,ST002,Material Stockpiling,CANCELLED,2025-06-02 07:16:00,2025-06-02 13:23:54,1376.4,tons,367.9,,
T00693,M0028,OP0049,ST012,Trenching,DELAYED,2025-01-12 10:05:00,2025-01-12 16:11:00,594.8,m,366.0,482.5,
T00694,M0012,OP0043,ST002,Earth Excavation,COMPLETED,2025-09-13 15:42:00,2025-09-14 01:30:42,1211.1,m3,588.7,553.6,1.063
T00695,M0020,OP0031,ST015,Trenching,DELAYED,2025-05-13 13:02:00,2025-05-13 18:37:24,567.1,m,335.4,355.3,
T00696,M0025,OP0019,ST011,Material Loading,COMPLETED,2025-02-26 11:12:00,2025-02-26 17:37:42,1172.6,tons,385.7,523.2,0.737
T00697,M0004,OP0055,ST007,Road Preparation,SCHEDULED,2025-09-10 06:50:00,2025-09-10 09:46:00,2395.4,m2,176.0,,
T00698,M0007,OP0009,ST012,Grading,COMPLETED,2025-02-14 13:04:00,2025-02-14 20:17:12,4315.1,m2,433.2,461.9,0.938
T00699,M0008,OP0050,ST008,Material Loading,COMPLETED,2025-02-06 15:12:00,2025-02-06 21:54:24,1940.4,tons,402.4,416.1,0.967
T00700,M0025,OP0014,ST011,Material Stockpiling,COMPLETED,2025-03-29 12:15:00,2025-03-29 14:53:36,880.7,tons,158.6,268.1,0.592
T00701,M0022,OP0027,ST002,Earth Excavation,SCHEDULED,2025-07-05 12:05:00,2025-07-06 02:24:42,1146.6,m3,859.7,,
T00702,M0002,OP0036,ST007,Road Preparation,COMPLETED,2025-01-29 09:49:00,2025-01-29 18:57:36,4808.1,m2,548.6,576.0,0.952
T00703,M0030,OP0049,ST009,Demolition,DELAYED,2025-06-24 15:25:00,2025-06-24 19:59:30,651.2,m3,274.5,426.7,
T00704,M0029,OP0039,ST010,Material Stockpiling,COMPLETED,2025-01-25 11:42:00,2025-01-25 15:01:24,969.0,tons,199.4,329.5,0.605
T00705,M0007,OP0005,ST012,Material Loading,CANCELLED,2025-05-06 11:46:00,2025-05-07 04:15:30,1472.6,tons,989.5,,
T00706,M0002,OP0008,ST007,Material Stockpiling,COMPLETED,2025-06-03 09:19:00,2025-06-03 13:02:36,818.1,tons,223.6,397.8,0.562
T00707,M0022,OP0036,ST002,Hauling,COMPLETED,2025-03-08 06:52:00,2025-03-08 08:48:00,337.5,tons,116.0,133.6,0.868
T00708,M0036,OP0044,ST006,Road Preparation,COMPLETED,2025-01-04 07:42:00,2025-01-04 15:21:30,5923.2,m2,459.5,451.7,1.017
T00709,M0022,OP0016,ST002,Trenching,COMPLETED,2025-06-20 15:28:00,2025-06-21 02:53:00,550.7,m,685.0,1135.2,0.603
T00710,M0014,OP0040,ST013,Hauling,COMPLETED,2025-01-02 14:02:00,2025-01-02 16:40:12,471.3,tons,158.2,158.0,1.001
T00711,M0041,OP0043,ST008,Trenching,IN_PROGRESS,2025-04-18 06:36:00,2025-04-18 07:02:54,55.0,m,26.9,13.8,
T00712,M0001,OP0002,ST007,Material Loading,COMPLETED,2025-06-29 07:12:00,2025-06-29 07:57:36,222.4,tons,45.6,47.5,0.96
T00713,M0036,OP0011,ST006,Demolition,DELAYED,2025-05-17 14:04:00,2025-05-17 20:46:54,739.5,m3,402.9,583.0,
T00714,M0033,OP0019,ST001,Road Preparation,CANCELLED,2025-02-22 13:47:00,2025-02-22 15:50:18,1291.4,m2,123.3,,
T00715,M0022,OP0006,ST002,Hauling,SCHEDULED,2025-07-14 08:46:00,2025-07-14 12:25:42,738.6,tons,219.7,,
T00716,M0021,OP0030,ST014,Grading,DELAYED,2025-02-04 09:40:00,2025-02-04 10:57:36,1623.2,m2,77.6,100.3,
T00717,M0042,OP0021,ST011,Road Preparation,SCHEDULED,2025-03-22 10:45:00,2025-03-22 17:14:54,5390.2,m2,389.9,,
T00718,M0022,OP0052,ST002,Hauling,SCHEDULED,2025-08-08 15:01:00,2025-08-08 19:14:12,562.1,tons,253.2,,
T00719,M0041,OP0044,ST008,Trenching,COMPLETED,2025-09-22 14:47:00,2025-09-22 19:01:42,410.9,m,254.7,290.9,0.876
T00720,M0013,OP0020,ST007,Road Preparation,DELAYED,2025-01-31 10:37:00,2025-01-31 12:47:36,852.7,m2,130.6,132.6,
T00721,M0007,OP0007,ST012,Road Preparation,IN_PROGRESS,2025-01-07 08:29:00,2025-01-07 15:40:00,4605.9,m2,431.0,172.3,
T00722,M0010,OP0017,ST012,Hauling,COMPLETED,2025-06-20 11:42:00,2025-06-20 22:07:54,1803.9,tons,625.9,1601.0,0.391
T00723,M0005,OP0033,ST003,Soil Compaction,COMPLETED,2025-08-19 12:00:00,2025-08-19 14:08:00,1982.2,m2,128.0,210.8,0.607
T00724,M0034,OP0037,ST014,Trenching,COMPLETED,2025-09-01 13:43:00,2025-09-01 15:15:48,166.2,m,92.8,86.8,1.069
T00725,M0016,OP0051,ST006,Road Preparation,COMPLETED,2025-08-01 11:39:00,2025-08-01 16:49:36,4836.1,m2,310.6,364.6,0.852
T00726,M0008,OP0013,ST008,Trenching,COMPLETED,2025-04-06 10:20:00,2025-04-06 15:22:54,508.0,m,302.9,295.7,1.024
T00727,M0041,OP0031,ST008,Road Preparation,COMPLETED,2025-04-19 14:23:00,2025-04-19 20:26:00,2339.1,m2,363.0,476.5,0.762
T00728,M0008,OP0022,ST008,Material Loading,IN_PROGRESS,2025-03-23 13:15:00,2025-03-23 15:14:24,522.4,tons,119.4,72.6,
T00729,M0012,OP0019,ST002,Hauling,COMPLETED,2025-09-06 09:42:00,2025-09-06 16:45:00,952.8,tons,423.0,1094.8,0.386
T00730,M0027,OP0023,ST015,Demolition,COMPLETED,2025-06-20 08:08:00,2025-06-20 13:42:42,671.7,m3,334.7,439.7,0.761
T00731,M0031,OP0054,ST002,Material Loading,COMPLETED,2025-03-02 14:53:00,2025-03-02 22:14:42,1915.0,tons,441.7,512.2,0.862
T00732,M0023,OP0045,ST009,Grading,CANCELLED,2025-01-31 07:58:00,2025-01-31 13:02:30,3177.3,m2,304.5,,
T00733,M0014,OP0034,ST013,Hauling,COMPLETED,2025-07-03 12:09:00,2025-07-03 13:47:42,282.9,tons,98.7,118.2,0.835
T00734,M0002,OP0053,ST007,Material Stockpiling,IN_PROGRESS,2025-04-29 10:48:00,2025-04-29 19:18:06,2419.0,tons,510.1,362.2,
T00735,M0029,OP0031,ST010,Material Stockpiling,COMPLETED,2025-04-18 08:14:00,2025-04-18 14:13:18,1725.6,tons,359.3,556.4,0.646
T00736,M0034,OP0050,ST014,Trenching,COMPLETED,2025-09-18 06:28:00,2025-09-18 07:02:54,69.0,m,34.9,37.7,0.926
T00737,M0037,OP0004,ST005,Road Preparation,DELAYED,2025-03-25 14:04:00,2025-03-25 16:22:24,2202.8,m2,138.4,195.3,
T00738,M0034,OP0013,ST014,Trenching,IN_PROGRESS,2025-08-29 09:34:00,2025-08-29 13:40:12,431.9,m,246.2,74.2,
T00739,M0002,OP0022,ST007,Material Loading,CANCELLED,2025-03-15 11:18:00,2025-03-15 16:16:24,1265.6,tons,298.4,,
T00740,M0011,OP0044,ST003,Trenching,COMPLETED,2025-05-31 06:06:00,2025-05-31 11:37:30,519.4,m,331.5,350.3,0.946
T00741,M0007,OP0044,ST012,Soil Compaction,CANCELLED,2025-08-05 07:03:00,2025-08-05 09:30:54,3939.8,m2,147.9,,
T00742,M0018,OP0026,ST014,Earth Excavation,COMPLETED,2025-03-11 10:35:00,2025-03-11 11:11:18,117.3,m3,36.3,52.7,0.689
T00743,M0021,OP0007,ST014,Road Preparation,SCHEDULED,2025-01-15 07:11:00,2025-01-15 14:44:06,4796.6,m2,453.1,,
T00744,M0035,OP0050,ST013,Road Preparation,IN_PROGRESS,2025-07-18 09:19:00,2025-07-18 13:07:12,3634.1,m2,228.2,135.9,
T00745,M0013,OP0022,ST007,Material Stockpiling,CANCELLED,2025-07-15 08:07:00,2025-07-15 21:14:06,2441.0,tons,787.1,,
T00746,M0021,OP0029,ST014,Demolition,CANCELLED,2025-06-02 08:13:00,2025-06-02 18:57:00,573.3,m3,644.0,,
T00747,M0010,OP0024,ST012,Hauling,IN_PROGRESS,2025-06-05 08:36:00,2025-06-05 13:37:00,1014.9,tons,301.0,170.1,
T00748,M0019,OP0025,ST002,Trenching,COMPLETED,2025-06-05 15:34:00,2025-06-05 20:26:54,518.5,m,292.9,431.7,0.678
T00749,M0042,OP0024,ST011,Material Stockpiling,COMPLETED,2025-01-15 10:34:00,2025-01-15 13:05:12,861.6,tons,151.2,231.1,0.654
T00750,M0017,OP0002,ST015,Road Preparation,COMPLETED,2025-08-05 11:16:00,2025-08-05 12:38:24,1282.2,m2,82.4,82.7,0.996
T00751,M0006,OP0046,ST010,Trenching,COMPLETED,2025-03-19 10:14:00,2025-03-19 14:24:54,339.6,m,250.9,275.8,0.91
T00752,M0037,OP0034,ST005,Road Preparation,IN_PROGRESS,2025-03-30 10:37:00,2025-03-30 15:56:18,4344.1,m2,319.3,137.2,
T00753,M0026,OP0014,ST015,Hauling,CANCELLED,2025-02-06 11:54:00,2025-02-07 01:13:48,1276.4,tons,799.8,,
