date,operator_id,machine_id,task_id,priority,scheduled_start,scheduled_end,task_type,location_zone,target_quantity,status
2025-05-17,OP0006,M0002,T00611,MEDIUM,2025-05-17 08:42:00,2025-05-17 16:59:00,Material Loading,ZONE-C,2408.9,IN_PROGRESS
2025-05-17,OP0024,M0013,DT00129,URGENT,2025-05-17 12:00:00,2025-05-17 17:54:00,Hauling,ZONE-A,720.0,COMPLETED
2025-05-17,OP0003,M0040,T00316,LOW,2025-05-17 12:36:00,2025-05-17 14:25:30,Material Loading,ZONE-B,463.8,COMPLETED
2025-05-17,OP0020,M0028,DT00173,HIGH,2025-05-17 06:00:00,2025-05-17 07:39:00,Road Preparation,ZONE-C,1047.0,COMPLETED
2025-05-17,OP0011,M0036,T00713,MEDIUM,2025-05-17 14:04:00,2025-05-17 20:46:54,Demolition,ZONE-D,739.5,DELAYED
2025-05-18,OP0047,M0035,T00254,MEDIUM,2025-05-18 10:56:00,2025-05-18 14:49:24,Road Preparation,ZONE-D,3735.8,COMPLETED
2025-05-18,OP0032,M0031,T00440,MEDIUM,2025-05-18 12:20:00,2025-05-18 14:12:36,Soil Compaction,ZONE-A,1657.6,DELAYED
2025-05-18,OP0037,M0005,T00134,LOW,2025-05-18 06:59:00,2025-05-18 12:29:12,Trenching,ZONE-D,315.9,SCHEDULED
2025-05-18,OP0005,M0007,T00144,HIGH,2025-05-18 15:16:00,2025-05-18 18:12:18,Soil Compaction,ZONE-A,3926.4,COMPLETED
2025-05-18,OP0051,M0013,T00615,HIGH,2025-05-18 15:38:00,2025-05-18 17:57:36,Trenching,ZONE-D,282.8,COMPLETED
2025-05-19,OP0052,M0023,T00237,LOW,2025-05-19 08:16:00,2025-05-19 15:40:12,Material Stockpiling,ZONE-B,1686.5,COMPLETED
2025-05-19,OP0053,M0022,T00441,LOW,2025-05-19 08:03:00,2025-05-19 12:32:30,Hauling,ZONE-B,807.3,CANCELLED
2025-05-20,OP0028,M0015,T00545,LOW,2025-05-20 11:58:00,2025-05-20 14:41:54,Trenching,ZONE-C,281.6,COMPLETED
2025-05-20,OP0048,M0010,DT00087,LOW,2025-05-20 13:00:00,2025-05-20 17:19:00,Hauling,ZONE-A,817.7,COMPLETED
2025-05-20,OP0004,M0002,T00167,HIGH,2025-05-20 09:15:00,2025-05-20 16:02:30,Material Loading,ZONE-B,2016.6,DELAYED
2025-05-20,OP0027,M0008,T00020,LOW,2025-05-20 13:57:00,2025-05-20 17:45:42,Earth Excavation,ZONE-B,621.0,COMPLETED
2025-05-20,OP0023,M0017,T00810,MEDIUM,2025-05-20 10:41:00,2025-05-20 19:40:06,Road Preparation,ZONE-A,5894.9,DELAYED
2025-05-20,OP0033,M0010,T00816,MEDIUM,2025-05-20 13:34:00,2025-05-21 00:28:36,Hauling,ZONE-A,2181.3,COMPLETED
2025-05-20,OP0029,M0024,T00674,LOW,2025-05-20 14:27:00,2025-05-20 17:43:18,Material Loading,ZONE-B,635.1,SCHEDULED
2025-05-20,OP0052,M0015,T00837,HIGH,2025-05-20 12:14:00,2025-05-20 13:25:36,Demolition,ZONE-B,143.8,IN_PROGRESS
2025-05-20,OP0004,M0013,T00690,LOW,2025-05-20 13:05:00,2025-05-20 16:19:18,Trenching,ZONE-A,398.2,CANCELLED
2025-05-21,OP0053,M0036,T00010,MEDIUM,2025-05-21 07:40:00,2025-05-21 14:27:54,Material Stockpiling,ZONE-A,1874.9,COMPLETED
2025-05-21,OP0019,M0020,T00850,HIGH,2025-05-21 13:22:00,2025-05-21 20:03:30,Trenching,ZONE-A,523.6,SCHEDULED
2025-05-22,OP0012,M0004,T00670,HIGH,2025-05-22 15:21:00,2025-05-22 17:11:06,Grading,ZONE-C,2268.3,COMPLETED
2025-05-22,OP0016,M0034,T00127,LOW,2025-05-22 13:24:00,2025-05-22 14:47:54,Demolition,ZONE-D,159.7,COMPLETED
2025-05-22,OP0042,M0016,T00537,LOW,2025-05-22 08:40:00,2025-05-22 11:08:12,Road Preparation,ZONE-C,1943.3,SCHEDULED
2025-05-22,OP0038,M0021,T00394,MEDIUM,2025-05-22 09:29:00,2025-05-22 11:08:00,Grading,ZONE-D,2112.9,COMPLETED
2025-05-23,OP0032,M0014,DT00149,MEDIUM,2025-05-23 11:00:00,2025-05-23 12:25:00,Demolition,ZONE-D,123.4,SCHEDULED
2025-05-23,OP0019,M0027,T00579,MEDIUM,2025-05-23 10:54:00,2025-05-23 22:01:36,Material Stockpiling,ZONE-B,1205.2,COMPLETED
2025-05-24,OP0040,M0007,T00686,MEDIUM,2025-05-24 11:41:00,2025-05-24 16:15:42,Trenching,ZONE-C,244.0,COMPLETED
2025-05-24,OP0004,M0006,T00783,LOW,2025-05-24 15:58:00,2025-05-24 17:25:24,Trenching,ZONE-B,170.2,COMPLETED
2025-05-24,OP0029,M0031,T00515,HIGH,2025-05-24 14:42:00,2025-05-25 00:16:00,Material Loading,ZONE-C,1895.8,CANCELLED
2025-05-24,OP0015,M0039,T00835,HIGH,2025-05-24 14:07:00,2025-05-24 20:44:36,Material Loading,ZONE-A,1229.6,DELAYED
2025-05-25,OP0027,M0038,T00113,LOW,2025-05-25 07:00:00,2025-05-25 16:51:36,Material Stockpiling,ZONE-A,2139.5,SCHEDULED
2025-05-25,OP0026,M0040,T00503,MEDIUM,2025-05-25 10:39:00,2025-05-25 18:43:00,Material Loading,ZONE-B,2006.0,CANCELLED
2025-05-25,OP0024,M0004,T00434,HIGH,2025-05-25 12:28:00,2025-05-25 14:41:18,Grading,ZONE-D,3358.4,COMPLETED
2025-05-25,OP0003,M0027,T00521,URGENT,2025-05-25 13:36:00,2025-05-25 17:24:48,Road Preparation,ZONE-A,1513.0,COMPLETED
2025-05-25,OP0014,M0031,T00497,MEDIUM,2025-05-25 15:13:00,2025-05-25 21:38:18,Material Stockpiling,ZONE-D,2148.7,SCHEDULED
2025-05-25,OP0009,M0023,T00414,MEDIUM,2025-05-25 08:33:00,2025-05-25 11:34:18,Material Stockpiling,ZONE-C,631.5,COMPLETED
2025-05-26,OP0052,M0017,DT00171,MEDIUM,2025-05-26 14:00:00,2025-05-26 19:18:00,Soil Compaction,ZONE-C,861.8,SCHEDULED
2025-05-26,OP0032,M0003,T00005,HIGH,2025-05-26 07:42:00,2025-05-26 13:04:12,Demolition,ZONE-C,912.6,SCHEDULED
2025-05-26,OP0055,M0018,T00261,HIGH,2025-05-26 13:13:00,2025-05-26 17:22:42,Earth Excavation,ZONE-B,835.1,COMPLETED
2025-05-26,OP0016,M0040,T00371,MEDIUM,2025-05-26 08:27:00,2025-05-26 13:33:42,Material Loading,ZONE-C,1013.6,DELAYED
2025-05-26,OP0014,M0029,T00808,MEDIUM,2025-05-26 12:14:00,2025-05-26 17:59:30,Road Preparation,ZONE-C,5621.8,COMPLETED
2025-05-26,OP0055,M0021,DT00037,LOW,2025-05-26 07:00:00,2025-05-26 12:30:00,Trenching,ZONE-C,1198.8,DELAYED
2025-05-27,OP0035,M0017,DT00179,HIGH,2025-05-27 12:00:00,2025-05-27 15:09:00,Road Preparation,ZONE-C,1955.7,COMPLETED
2025-05-27,OP0016,M0039,T00806,HIGH,2025-05-27 06:16:00,2025-05-27 10:08:48,Material Loading,ZONE-A,738.0,COMPLETED
2025-05-27,OP0031,M0004,DT00167,MEDIUM,2025-05-27 06:00:00,2025-05-27 07:00:00,Soil Compaction,ZONE-B,1689.2,COMPLETED
2025-05-27,OP0008,M0033,T00318,LOW,2025-05-27 14:14:00,2025-05-27 16:13:30,Grading,ZONE-C,1892.9,IN_PROGRESS
2025-05-27,OP0053,M0023,T00392,MEDIUM,2025-05-27 06:13:00,2025-05-27 16:18:54,Demolition,ZONE-C,743.0,DELAYED
2025-05-28,OP0039,M0041,T00418,LOW,2025-05-28 11:14:00,2025-05-28 13:07:36,Soil Compaction,ZONE-D,2033.9,CANCELLED
2025-05-28,OP0046,M0017,DT00006,HIGH,2025-05-28 08:00:00,2025-05-28 12:09:00,Earth Excavation,ZONE-B,924.0,COMPLETED
2025-05-28,OP0012,M0023,T00048,LOW,2025-05-28 14:42:00,2025-05-28 16:58:54,Material Loading,ZONE-D,582.9,COMPLETED
2025-05-28,OP0018,M0031,T00242,MEDIUM,2025-05-28 12:59:00,2025-05-28 19:36:06,Material Stockpiling,ZONE-D,1930.4,COMPLETED
2025-05-29,OP0014,M0036,T00306,MEDIUM,2025-05-29 09:46:00,2025-05-29 14:29:24,Demolition,ZONE-B,828.1,DELAYED
2025-05-29,OP0050,M0021,DT00187,URGENT,2025-05-29 15:00:00,2025-05-29 17:24:00,Soil Compaction,ZONE-C,1091.9,SCHEDULED
2025-05-29,OP0047,M0001,T00566,LOW,2025-05-29 08:11:00,2025-05-29 10:22:12,Earth Excavation,ZONE-D,538.5,CANCELLED
2025-05-30,OP0027,M0038,T00513,MEDIUM,2025-05-30 14:22:00,2025-05-30 20:44:12,Demolition,ZONE-C,724.4,DELAYED
2025-05-30,OP0004,M0029,T00606,MEDIUM,2025-05-30 15:43:00,2025-05-30 16:56:06,Material Stockpiling,ZONE-B,394.6,DELAYED
2025-05-30,OP0014,M0018,T00268,HIGH,2025-05-30 08:05:00,2025-05-30 09:36:24,Earth Excavation,ZONE-D,357.2,SCHEDULED
2025-05-31,OP0044,M0011,T00740,MEDIUM,2025-05-31 06:06:00,2025-05-31 11:37:30,Trenching,ZONE-B,519.4,COMPLETED
2025-05-31,OP0043,M0010,T00226,MEDIUM,2025-05-31 09:13:00,2025-05-31 14:10:48,Earth Excavation,ZONE-A,626.8,IN_PROGRESS
2025-06-01,OP0022,M0017,T00349,LOW,2025-06-01 07:18:00,2025-06-01 11:09:12,Road Preparation,ZONE-A,3321.6,COMPLETED
2025-06-01,OP0029,M0002,T00300,MEDIUM,2025-06-01 07:00:00,2025-06-01 19:15:18,Material Loading,ZONE-B,2423.1,COMPLETED
2025-06-02,OP0004,M0008,T00554,MEDIUM,2025-06-02 09:16:00,2025-06-02 13:59:30,Demolition,ZONE-D,816.1,SCHEDULED
2025-06-02,OP0029,M0021,T00746,HIGH,2025-06-02 08:13:00,2025-06-02 18:57:00,Demolition,ZONE-C,573.3,CANCELLED
2025-06-02,OP0016,M0040,T00692,LOW,2025-06-02 07:16:00,2025-06-02 13:23:54,Material Stockpiling,ZONE-A,1376.4,CANCELLED
2025-06-02,OP0007,M0015,T00195,LOW,2025-06-02 07:15:00,2025-06-02 09:31:54,Demolition,ZONE-C,265.6,COMPLETED
2025-06-03,OP0006,M0037,T00143,LOW,2025-06-03 08:47:00,2025-06-03 18:51:24,Material Stockpiling,ZONE-C,2215.3,COMPLETED
2025-06-03,OP0011,M0017,T00360,MEDIUM,2025-06-03 09:52:00,2025-06-03 15:39:06,Road Preparation,ZONE-C,3611.3,DELAYED
2025-06-03,OP0008,M0002,T00706,LOW,2025-06-03 09:19:00,2025-06-03 13:02:36,Material Stockpiling,ZONE-C,818.1,COMPLETED
2025-06-04,OP0035,M0006,DT00058,LOW,2025-06-04 11:00:00,2025-06-04 13:07:00,Trenching,ZONE-A,264.9,COMPLETED
2025-06-04,OP0023,M0016,T00315,MEDIUM,2025-06-04 15:09:00,2025-06-04 22:58:36,Road Preparation,ZONE-A,5179.0,COMPLETED
2025-06-05,OP0025,M0019,T00748,HIGH,2025-06-05 15:34:00,2025-06-05 20:26:54,Trenching,ZONE-A,518.5,COMPLETED
2025-06-05,OP0024,M0010,T00747,HIGH,2025-06-05 08:36:00,2025-06-05 13:37:00,Hauling,ZONE-B,1014.9,IN_PROGRESS
2025-06-06,OP0029,M0004,DT00115,MEDIUM,2025-06-06 11:00:00,2025-06-06 14:32:00,Earth Excavation,ZONE-D,1349.3,COMPLETED
2025-06-06,OP0055,M0020,DT00198,LOW,2025-06-06 08:00:00,2025-06-06 12:10:00,Material Stockpiling,ZONE-C,651.5,DELAYED
2025-06-06,OP0009,M0014,DT00104,MEDIUM,2025-06-06 14:00:00,2025-06-06 18:52:00,Soil Compaction,ZONE-C,1510.1,COMPLETED
2025-06-07,OP0010,M0017,T00065,MEDIUM,2025-06-07 10:15:00,2025-06-07 11:10:12,Grading,ZONE-D,1207.3,COMPLETED
2025-06-07,OP0036,M0016,T00357,MEDIUM,2025-06-07 13:58:00,2025-06-07 17:03:36,Road Preparation,ZONE-D,2531.2,IN_PROGRESS
2025-06-07,OP0054,M0006,T00176,MEDIUM,2025-06-07 11:10:00,2025-06-07 13:04:30,Trenching,ZONE-A,199.5,IN_PROGRESS
2025-06-07,OP0042,M0008,DT00176,LOW,2025-06-07 06:00:00,2025-06-07 07:14:00,Trenching,ZONE-C,241.6,COMPLETED
2025-06-07,OP0031,M0003,T00098,MEDIUM,2025-06-07 07:34:00,2025-06-07 16:23:18,Demolition,ZONE-D,1375.9,COMPLETED
2025-06-08,OP0004,M0013,T00151,HIGH,2025-06-08 11:45:00,2025-06-08 13:03:30,Trenching,ZONE-D,151.0,COMPLETED
2025-06-08,OP0004,M0038,T00832,LOW,2025-06-08 12:04:00,2025-06-08 18:48:24,Demolition,ZONE-D,1142.8,CANCELLED
2025-06-08,OP0033,M0020,T00271,MEDIUM,2025-06-08 06:59:00,2025-06-08 07:34:06,Trenching,ZONE-C,67.6,COMPLETED
2025-06-09,OP0016,M0004,T00346,LOW,2025-06-09 14:24:00,2025-06-09 16:52:24,Road Preparation,ZONE-B,1625.9,COMPLETED
2025-06-09,OP0025,M0036,T00598,MEDIUM,2025-06-09 14:34:00,2025-06-09 20:26:00,Road Preparation,ZONE-C,4962.6,COMPLETED
2025-06-09,OP0046,M0028,T00247,URGENT,2025-06-09 06:17:00,2025-06-09 09:16:24,Trenching,ZONE-B,245.4,IN_PROGRESS
2025-06-09,OP0017,M0023,T00591,LOW,2025-06-09 10:04:00,2025-06-09 17:54:36,Material Loading,ZONE-C,2070.4,COMPLETED
2025-06-10,OP0041,M0017,T00446,HIGH,2025-06-10 15:01:00,2025-06-10 16:29:18,Grading,ZONE-C,1425.3,COMPLETED
2025-06-10,OP0015,M0002,DT00020,HIGH,2025-06-10 07:00:00,2025-06-10 10:02:00,Demolition,ZONE-A,1753.3,SCHEDULED
2025-06-10,OP0035,M0035,T00041,URGENT,2025-06-10 14:53:00,2025-06-10 17:53:12,Grading,ZONE-B,4290.7,COMPLETED
2025-06-10,OP0041,M0033,T00344,LOW,2025-06-10 12:33:00,2025-06-10 23:55:00,Earth Excavation,ZONE-B,1097.6,DELAYED
2025-06-11,OP0019,M0032,T00289,LOW,2025-06-11 07:21:00,2025-06-11 13:33:48,Material Stockpiling,ZONE-C,1364.7,COMPLETED
2025-06-11,OP0037,M0010,T00152,MEDIUM,2025-06-11 09:47:00,2025-06-11 11:59:18,Hauling,ZONE-C,376.8,COMPLETED
2025-06-11,OP0052,M0016,T00059,LOW,2025-06-11 14:27:00,2025-06-11 18:28:48,Road Preparation,ZONE-D,2657.0,COMPLETED
2025-06-11,OP0018,M0028,T00034,URGENT,2025-06-11 12:46:00,2025-06-11 13:56:00,Trenching,ZONE-C,118.1,COMPLETED
2025-06-11,OP0012,M0003,T00799,MEDIUM,2025-06-11 11:35:00,2025-06-11 14:29:12,Road Preparation,ZONE-A,2346.0,COMPLETED
2025-06-11,OP0046,M0034,T00339,MEDIUM,2025-06-11 08:20:00,2025-06-11 10:01:06,Grading,ZONE-A,800.0,COMPLETED
2025-06-12,OP0012,M0008,T00476,MEDIUM,2025-06-12 09:33:00,2025-06-12 12:07:54,Demolition,ZONE-D,375.9,CANCELLED
2025-06-12,OP0054,M0012,T00595,LOW,2025-06-12 06:39:00,2025-06-12 08:16:18,Grading,ZONE-A,1080.0,SCHEDULED
2025-06-12,OP0021,M0031,T00493,MEDIUM,2025-06-12 10:53:00,2025-06-12 15:53:54,Demolition,ZONE-B,433.3,DELAYED
2025-06-12,OP0012,M0018,T00391,MEDIUM,2025-06-12 08:14:00,2025-06-12 09:40:18,Soil Compaction,ZONE-D,1246.0,IN_PROGRESS
2025-06-13,OP0026,M0038,T00766,HIGH,2025-06-13 10:43:00,2025-06-13 16:48:30,Road Preparation,ZONE-A,4707.2,DELAYED
2025-06-13,OP0021,M0029,DT00113,LOW,2025-06-13 13:00:00,2025-06-13 17:43:00,Earth Excavation,ZONE-A,1189.4,DELAYED
2025-06-13,OP0018,M0030,T00001,LOW,2025-06-13 11:39:00,2025-06-13 15:01:24,Trenching,ZONE-C,361.7,DELAYED
2025-06-14,OP0041,M0030,DT00155,MEDIUM,2025-06-14 08:00:00,2025-06-14 13:37:00,Material Loading,ZONE-C,1313.5,IN_PROGRESS
2025-06-14,OP0039,M0038,T00154,MEDIUM,2025-06-14 11:07:00,2025-06-14 17:41:06,Demolition,ZONE-A,1012.9,SCHEDULED
2025-06-15,OP0029,M0006,T00218,MEDIUM,2025-06-15 06:32:00,2025-06-15 10:29:24,Trenching,ZONE-A,313.4,COMPLETED
2025-06-15,OP0033,M0004,T00638,HIGH,2025-06-15 06:06:00,2025-06-15 09:38:48,Grading,ZONE-C,5236.4,SCHEDULED
2025-06-15,OP0010,M0028,T00032,LOW,2025-06-15 07:19:00,2025-06-15 12:27:30,Trenching,ZONE-C,528.1,COMPLETED
2025-06-15,OP0035,M0030,T00397,LOW,2025-06-15 13:33:00,2025-06-15 17:41:18,Trenching,ZONE-D,502.1,IN_PROGRESS
2025-06-16,OP0031,M0020,T00585,LOW,2025-06-16 15:15:00,2025-06-16 17:13:54,Trenching,ZONE-D,204.6,DELAYED
2025-06-16,OP0027,M0032,DT00138,HIGH,2025-06-16 12:00:00,2025-06-16 16:14:00,Earth Excavation,ZONE-C,307.3,DELAYED
2025-06-16,OP0025,M0038,T00133,LOW,2025-06-16 06:57:00,2025-06-16 09:33:12,Material Loading,ZONE-D,324.1,SCHEDULED
2025-06-16,OP0006,M0028,T00205,MEDIUM,2025-06-16 06:50:00,2025-06-16 08:07:48,Hauling,ZONE-B,135.4,COMPLETED
2025-06-17,OP0043,M0035,T00027,MEDIUM,2025-06-17 10:08:00,2025-06-17 14:22:24,Road Preparation,ZONE-B,4024.7,IN_PROGRESS
2025-06-18,OP0020,M0012,DT00017,LOW,2025-06-18 06:00:00,2025-06-18 08:36:00,Trenching,ZONE-B,1640.3,COMPLETED
2025-06-18,OP0044,M0002,T00311,MEDIUM,2025-06-18 07:54:00,2025-06-18 12:17:00,Material Loading,ZONE-B,1006.0,CANCELLED
2025-06-18,OP0049,M0017,T00618,LOW,2025-06-18 08:31:00,2025-06-18 09:38:42,Road Preparation,ZONE-D,866.2,IN_PROGRESS
2025-06-18,OP0049,M0013,T00779,MEDIUM,2025-06-18 09:28:00,2025-06-18 10:05:00,Trenching,ZONE-D,58.2,COMPLETED
2025-06-18,OP0011,M0033,T00774,LOW,2025-06-18 11:11:00,2025-06-18 14:19:00,Grading,ZONE-B,3074.7,CANCELLED
2025-06-18,OP0055,M0029,T00230,MEDIUM,2025-06-18 08:28:00,2025-06-18 09:28:30,Road Preparation,ZONE-A,795.7,IN_PROGRESS
2025-06-18,OP0006,M0001,T00345,LOW,2025-06-18 08:43:00,2025-06-18 12:43:00,Trenching,ZONE-D,472.0,COMPLETED
2025-06-19,OP0004,M0001,T00792,MEDIUM,2025-06-19 11:03:00,2025-06-19 13:06:36,Earth Excavation,ZONE-D,513.3,CANCELLED
2025-06-19,OP0006,M0022,T00557,HIGH,2025-06-19 06:29:00,2025-06-19 09:43:42,Soil Compaction,ZONE-C,3317.5,SCHEDULED
2025-06-19,OP0055,M0040,T00846,MEDIUM,2025-06-19 07:52:00,2025-06-19 12:10:12,Material Stockpiling,ZONE-C,1180.1,COMPLETED
2025-06-20,OP0010,M0036,T00097,MEDIUM,2025-06-20 13:23:00,2025-06-20 19:17:42,Material Stockpiling,ZONE-D,1630.4,COMPLETED
2025-06-20,OP0007,M0030,T00650,URGENT,2025-06-20 08:10:00,2025-06-20 23:11:18,Road Preparation,ZONE-A,5670.6,COMPLETED
2025-06-20,OP0049,M0018,DT00036,LOW,2025-06-20 10:00:00,2025-06-20 11:45:00,Material Stockpiling,ZONE-A,237.6,IN_PROGRESS
2025-06-20,OP0023,M0027,T00730,MEDIUM,2025-06-20 08:08:00,2025-06-20 13:42:42,Demolition,ZONE-A,671.7,COMPLETED
2025-06-20,OP0017,M0010,T00722,URGENT,2025-06-20 11:42:00,2025-06-20 22:07:54,Hauling,ZONE-B,1803.9,COMPLETED
2025-06-20,OP0016,M0022,T00709,MEDIUM,2025-06-20 15:28:00,2025-06-21 02:53:00,Trenching,ZONE-B,550.7,COMPLETED
2025-06-21,OP0030,M0021,T00356,MEDIUM,2025-06-21 11:37:00,2025-06-21 14:07:36,Soil Compaction,ZONE-B,1960.1,COMPLETED
2025-06-21,OP0046,M0002,T00512,MEDIUM,2025-06-21 12:55:00,2025-06-21 13:48:36,Material Loading,ZONE-C,174.2,COMPLETED
2025-06-22,OP0013,M0034,T00322,LOW,2025-06-22 12:23:00,2025-06-22 14:52:18,Earth Excavation,ZONE-A,504.6,SCHEDULED
2025-06-22,OP0028,M0013,T00664,MEDIUM,2025-06-22 11:21:00,2025-06-22 14:38:48,Trenching,ZONE-A,344.4,COMPLETED
2025-06-22,OP0003,M0039,T00661,HIGH,2025-06-22 08:40:00,2025-06-22 13:32:24,Trenching,ZONE-A,522.6,IN_PROGRESS
2025-06-22,OP0003,M0040,DT00027,LOW,2025-06-22 10:00:00,2025-06-22 13:57:00,Road Preparation,ZONE-D,476.6,DELAYED
2025-06-22,OP0043,M0030,T00070,HIGH,2025-06-22 07:36:00,2025-06-22 12:11:30,Earth Excavation,ZONE-D,1082.5,CANCELLED
2025-06-23,OP0021,M0003,T00240,HIGH,2025-06-23 07:52:00,2025-06-23 11:45:30,Material Stockpiling,ZONE-B,1142.5,COMPLETED
2025-06-24,OP0004,M0038,DT00146,LOW,2025-06-24 15:00:00,2025-06-24 19:38:00,Demolition,ZONE-B,253.2,COMPLETED
2025-06-24,OP0027,M0039,T00543,LOW,2025-06-24 07:27:00,2025-06-24 08:28:00,Earth Excavation,ZONE-C,162.9,DELAYED
2025-06-24,OP0049,M0030,T00703,LOW,2025-06-24 15:25:00,2025-06-24 19:59:30,Demolition,ZONE-D,651.2,DELAYED
2025-06-24,OP0003,M0010,DT00031,MEDIUM,2025-06-24 15:00:00,2025-06-24 16:50:00,Material Stockpiling,ZONE-D,816.0,IN_PROGRESS
2025-06-25,OP0048,M0021,T00024,URGENT,2025-06-25 13:56:00,2025-06-25 18:50:06,Soil Compaction,ZONE-D,3621.7,COMPLETED
2025-06-25,OP0014,M0015,T00162,MEDIUM,2025-06-25 15:49:00,2025-06-25 17:34:24,Material Loading,ZONE-B,537.4,COMPLETED
2025-06-25,OP0045,M0005,DT00174,MEDIUM,2025-06-25 06:00:00,2025-06-25 07:18:00,Soil Compaction,ZONE-D,1580.6,COMPLETED
2025-06-25,OP0004,M0041,T00581,LOW,2025-06-25 11:19:00,2025-06-25 11:50:24,Trenching,ZONE-A,60.3,CANCELLED
2025-06-25,OP0041,M0006,T00578,LOW,2025-06-25 06:50:00,2025-06-25 07:37:54,Trenching,ZONE-D,62.7,CANCELLED
2025-06-25,OP0025,M0030,DT00073,MEDIUM,2025-06-25 10:00:00,2025-06-25 12:21:00,Material Loading,ZONE-C,269.1,COMPLETED
2025-06-26,OP0011,M0031,T00759,HIGH,2025-06-26 12:02:00,2025-06-26 21:42:00,Demolition,ZONE-D,553.3,COMPLETED
2025-06-26,OP0038,M0001,T00342,LOW,2025-06-26 13:52:00,2025-06-26 18:30:06,Trenching,ZONE-C,476.0,COMPLETED
2025-06-26,OP0011,M0017,T00653,MEDIUM,2025-06-26 14:37:00,2025-06-26 20:25:06,Grading,ZONE-A,5680.6,COMPLETED
2025-06-27,OP0031,M0040,T00006,HIGH,2025-06-27 12:12:00,2025-06-27 17:22:36,Material Loading,ZONE-A,1332.3,SCHEDULED
2025-06-27,OP0011,M0039,DT00088,MEDIUM,2025-06-27 12:00:00,2025-06-27 16:38:00,Earth Excavation,ZONE-D,1272.9,DELAYED
2025-06-27,OP0032,M0017,DT00139,LOW,2025-06-27 14:00:00,2025-06-27 16:15:00,Soil Compaction,ZONE-D,183.4,IN_PROGRESS
2025-06-27,OP0008,M0026,T00323,LOW,2025-06-27 12:55:00,2025-06-27 21:59:48,Road Preparation,ZONE-A,5690.6,DELAYED
2025-06-28,OP0050,M0006,T00256,MEDIUM,2025-06-28 08:17:00,2025-06-29 00:48:06,Hauling,ZONE-D,1589.9,COMPLETED
2025-06-28,OP0034,M0029,T00411,HIGH,2025-06-28 13:48:00,2025-06-28 16:09:30,Trenching,ZONE-C,116.7,CANCELLED
2025-06-28,OP0055,M0020,T00551,URGENT,2025-06-28 15:04:00,2025-06-28 20:07:00,Trenching,ZONE-A,495.0,COMPLETED
2025-06-28,OP0042,M0021,DT00122,HIGH,2025-06-28 11:00:00,2025-06-28 14:37:00,Material Stockpiling,ZONE-A,1158.2,COMPLETED
2025-06-28,OP0012,M0013,T00148,LOW,2025-06-28 06:22:00,2025-06-28 12:14:30,Trenching,ZONE-A,572.7,DELAYED
2025-06-29,OP0035,M0008,T00382,URGENT,2025-06-29 14:55:00,2025-06-29 18:36:42,Earth Excavation,ZONE-B,863.7,COMPLETED
2025-06-29,OP0045,M0038,T00445,MEDIUM,2025-06-29 15:29:00,2025-06-29 19:14:06,Demolition,ZONE-D,442.0,IN_PROGRESS
2025-06-29,OP0048,M0022,T00487,LOW,2025-06-29 11:14:00,2025-06-29 15:47:54,Hauling,ZONE-D,820.4,COMPLETED
2025-06-29,OP0050,M0022,T00511,HIGH,2025-06-29 15:54:00,2025-06-30 01:05:18,Material Stockpiling,ZONE-A,1721.3,COMPLETED
2025-06-29,OP0002,M0001,T00712,LOW,2025-06-29 07:12:00,2025-06-29 07:57:36,Material Loading,ZONE-D,222.4,COMPLETED
2025-06-30,OP0051,M0029,T00669,HIGH,2025-06-30 08:25:00,2025-06-30 10:29:06,Material Stockpiling,ZONE-B,706.9,SCHEDULED
2025-06-30,OP0020,M0039,T00577,MEDIUM,2025-06-30 13:37:00,2025-06-30 17:47:36,Demolition,ZONE-B,460.6,COMPLETED
2025-07-01,OP0027,M0021,T00463,LOW,2025-07-01 15:03:00,2025-07-01 21:27:12,Road Preparation,ZONE-D,3984.4,CANCELLED
2025-07-01,OP0013,M0037,T00146,MEDIUM,2025-07-01 12:24:00,2025-07-01 17:33:54,Road Preparation,ZONE-C,4185.6,DELAYED
2025-07-01,OP0034,M0033,DT00192,MEDIUM,2025-07-01 09:00:00,2025-07-01 11:37:00,Trenching,ZONE-A,1404.3,DELAYED
2025-07-01,OP0004,M0037,T00544,URGENT,2025-07-01 08:10:00,2025-07-01 13:23:54,Road Preparation,ZONE-A,5166.6,COMPLETED
2025-07-02,OP0049,M0032,T00458,HIGH,2025-07-02 15:54:00,2025-07-02 23:24:30,Demolition,ZONE-B,1103.0,SCHEDULED
2025-07-03,OP0049,M0018,T00471,HIGH,2025-07-03 10:23:00,2025-07-03 11:32:24,Earth Excavation,ZONE-C,219.5,DELAYED
2025-07-03,OP0031,M0033,T00633,LOW,2025-07-03 11:27:00,2025-07-03 14:26:30,Road Preparation,ZONE-D,2403.3,COMPLETED
2025-07-03,OP0008,M0033,T00834,URGENT,2025-07-03 06:46:00,2025-07-03 09:08:00,Road Preparation,ZONE-B,1511.0,DELAYED
2025-07-03,OP0034,M0014,T00733,LOW,2025-07-03 12:09:00,2025-07-03 13:47:42,Hauling,ZONE-A,282.9,COMPLETED
2025-07-04,OP0053,M0014,T00688,LOW,2025-07-04 13:33:00,2025-07-04 17:25:18,Hauling,ZONE-B,673.3,COMPLETED
